"sample","abs","df","runID","POPinBottle","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","POP"
"P237",0.208,1,"Run4_POP_2019.xlsx",35.8717049367608,34,"JS","DeepHole","8/7/2019","13:50","PML",0,3.5,140,"1","","JS_DeepHole_20190807_1350_PML_3.5_Limno.Sample.20160505",7.68679391502018
"P238",0.629,1,"Run2_POP_2019.xlsx",88.2569898550396,34,"JS","DeepHole","8/7/2019","13:50","Hypo",7,7,140,"1","","JS_DeepHole_20190807_1350_Hypo_7_Limno.Sample.20160505",18.9122121117942
"P239",0.166,1,"Run4_POP_2019.xlsx",28.6695830249185,34,"PA","DeepHole","8/8/2019","8:30","PML",0,2.5,140,"1","","PA_DeepHole_20190808_830_PML_2.5_Limno.Sample.20160505",6.14348207676825
"P24",0.231,1,"Run2_POP_2019.xlsx",33.9996746329329,3,"WL","DeepHole","5/21/2019","8:56","PML",0,2,140,"1","","WL_DeepHole_20190521_856_PML_2_Limno.Sample.20160505",7.2856445641999
"P240",0.362,1,"Run3_POP_2019.xlsx",60.0097118604239,34,"PA","DeepHole","8/8/2019","8:30","Hypo",8,8,140,"1","","PA_DeepHole_20190808_830_Hypo_8_Limno.Sample.20160505",12.8592239700908
"P241",0.204,1,"Run5_POP_2019.xlsx",34.5289043573653,34,"PE","DeepHole","8/8/2019","10:00","PML",0,2,140,"1","","PE_DeepHole_20190808_1000_PML_2_Limno.Sample.20160505",7.39905093372114
"P242",0.793,1,"Run5_POP_2019.xlsx",136.570174608046,34,"PE","DeepHole","8/8/2019","10:00","Hypo",9,9,140,"1","","PE_DeepHole_20190808_1000_Hypo_9_Limno.Sample.20160505",29.2650374160099
"P243",0.193,1,"Run2_POP_2019.xlsx",28.8193279534352,15,"ME","DeepHole","8/12/2019","10:50","PML",0,0.5,140,"1","","ME_DeepHole_20190812_1050_PML_0.5_Limno.Sample.20160505",6.17557027573612
"P244",0.156,1,"Run2_POP_2019.xlsx",23.775306186556,15,"ME","DeepHole","8/12/2019","10:50","Hypo",2,2,140,"1","","ME_DeepHole_20190812_1050_Hypo_2_Limno.Sample.20160505",5.09470846854771
"P245",0.388,1,"Run3_POP_2019.xlsx",64.5445716490524,15,"ME","Outlet","8/12/2019","10:50","Surface",0,0,140,"1","","ME_Outlet_20190812_1050_Surface_0_Limno.Sample.20160505",13.8309796390827
"P246",0.465,1,"Run6_POP_2019.xlsx",77.4823498622428,15,"MO","DeepHole","8/12/2019","9:43","PML",0,1,140,"1","","MO_DeepHole_20190812_943_PML_1_Limno.Sample.20160505",16.6033606847663
"P247",0.819,1,"Run6_POP_2019.xlsx",135.54614206745,15,"MO","DeepHole","8/12/2019","9:43","Hypo",4.5,4.5,140,"1","","MO_DeepHole_20190812_943_Hypo_4.5_Limno.Sample.20160505",29.0456018715965
"P248",0.299,1,"Run6_POP_2019.xlsx",50.2546958903094,15,"MO","Outlet","8/12/2019","9:43","Surface",0,0,140,"1","","MO_Outlet_20190812_943_Surface_0_Limno.Sample.20160505",10.7688634050663
"P249",0.244,1,"Run2_POP_2019.xlsx",35.7718984969715,15,"MO","Inlet1","8/12/2019","9:43","Surface",0,0,140,"1","","MO_Inlet1_20190812_943_Surface_0_Limno.Sample.20160505",7.66540682077961
"P25",0.747,1,"Run5_POP_2019.xlsx",128.600907321915,3,"WL","DeepHole","5/21/2019","8:56","Hypo",8,8,140,"1","","WL_DeepHole_20190521_856_Hypo_8_Limno.Sample.20160505",27.5573372832675
"P250",0.492,1,"Run6_POP_2019.xlsx",81.910944182979,15,"MO","Inlet2","8/12/2019","9:43","Surface",0,0,140,"1","","MO_Inlet2_20190812_943_Surface_0_Limno.Sample.20160505",17.5523451820669
"P251",0.671,1,"Run5_POP_2019.xlsx",115.434291805698,15,"MO","Inlet3","8/12/2019","9:43","Surface",0,0,140,"1","","MO_Inlet3_20190812_943_Surface_0_Limno.Sample.20160505",24.7359196726496
"P252",0.173,1,"reruns_POP_2019_20210505.xlsx",27.8788444494973,3,"FE","DeepHole","8/13/2019","9:54","PML",0,2,140,"1","","FE_DeepHole_20190813_954_PML_2_Limno.Sample.20160505",5.97403809632085
"P253",0.581,1,"Run3_POP_2019.xlsx",98.2071846954101,3,"FE","DeepHole","8/13/2019","9:54","Hypo",8,8,140,"1","","FE_DeepHole_20190813_954_Hypo_8_Limno.Sample.20160505",21.044396720445
"P254",0.156,1,"Run5_POP_2019.xlsx",26.2131471892284,3,"WL","DeepHole","8/13/2019","8:47","PML",0,2.5,140,"1","","WL_DeepHole_20190813_847_PML_2.5_Limno.Sample.20160505",5.61710296912036
"P255",0.592,1,"Run1_POP_2019.xlsx",91.7129896286684,3,"WL","DeepHole","8/13/2019","8:47","Hypo",8,8,140,"1","","WL_DeepHole_20190813_847_Hypo_8_Limno.Sample.20160505",19.6527834918575
"P256",0.247,1,"Run1_POP_2019.xlsx",39.779375558636,15,"CR","DeepHole","8/14/2019","11:50","PML",0,4,140,"1","","CR_DeepHole_20190814_1150_PML_4_Limno.Sample.20160505",8.52415190542201
"P257",0.175,1,"Run1_POP_2019.xlsx",28.9410561005423,15,"CR","DeepHole","8/14/2019","11:50","Hypo",8,8,140,"1","","CR_DeepHole_20190814_1150_Hypo_8_Limno.Sample.20160505",6.20165487868764
"P258",1.268,1,"Run1_POP_2019.xlsx",193.472766762993,15,"CR","Outlet","8/14/2019","11:50","Surface",0,0,140,"1","","CR_Outlet_20190814_1150_Surface_0_Limno.Sample.20160505",41.4584500206413
"P258",1.15,1,"reruns_POP_2019_20210505.xlsx",201.729605006473,15,"CR","Outlet","8/14/2019","11:50","Surface",0,0,140,"1","","CR_Outlet_20190814_1150_Surface_0_Limno.Sample.20160505",43.227772501387
"P259",0.263,1,"Run1_POP_2019.xlsx",42.187890993768,15,"HB","DeepHole","8/14/2019","10:37","PML",0,1,140,"1","","HB_DeepHole_20190814_1037_PML_1_Limno.Sample.20160505",9.04026235580742
"P26",0.167,1,"Run5_POP_2019.xlsx",28.1188415402598,15,"PA","DeepHole","5/22/2019","10:50","PML",0,3,140,"1","","PA_DeepHole_20190522_1050_PML_3_Limno.Sample.20160505",6.02546604434137
"P260",0.572,1,"Run1_POP_2019.xlsx",88.7023453347534,15,"HB","DeepHole","8/14/2019","10:37","Hypo",4.5,4.5,140,"1","","HB_DeepHole_20190814_1037_Hypo_4.5_Limno.Sample.20160505",19.0076454288757
"P261",0.923,1,"Run1_POP_2019.xlsx",141.53915269296,15,"HB","Outlet","8/14/2019","10:37","Surface",0,0,140,"1","","HB_Outlet_20190814_1037_Surface_0_Limno.Sample.20160505",30.3298184342058
"P262",0.209,1,"Run1_POP_2019.xlsx",34.0591514001977,34,"PA","DeepHole","8/15/2019","8:25","PML",0,3.5,140,"1","","PA_DeepHole_20190815_825_PML_3.5_Limno.Sample.20160505",7.29838958575665
"P263",0.331,1,"Run4_POP_2019.xlsx",56.9636333928706,34,"PA","DeepHole","8/15/2019","8:25","Hypo",8,8,140,"1","","PA_DeepHole_20190815_825_Hypo_8_Limno.Sample.20160505",12.2064928699008
"P264",0.177,1,"Run1_POP_2019.xlsx",29.2421205299338,34,"PE","DeepHole","8/15/2019","9:35","PML",0,2.5,140,"1","","PE_DeepHole_20190815_935_PML_2.5_Limno.Sample.20160505",6.26616868498582
"P265",0.884,1,"Run1_POP_2019.xlsx",135.668396319826,34,"PE","DeepHole","8/15/2019","9:35","Hypo",10,10,140,"1","","PE_DeepHole_20190815_935_Hypo_10_Limno.Sample.20160505",29.0717992113913
"P266",0.172,1,"Run2_POP_2019.xlsx",25.9565047884497,3,"WL","DeepHole","8/20/2019","8:40","PML",0,2.5,140,"1","","WL_DeepHole_20190820_840_PML_2.5_Limno.Sample.20160505",5.56210816895351
"P267",0.595,1,"Run3_POP_2019.xlsx",100.649032273902,3,"WL","DeepHole","8/20/2019","8:40","Hypo",8,8,140,"1","","WL_DeepHole_20190820_840_Hypo_8_Limno.Sample.20160505",21.5676497729791
"P268",0.158,1,"Run1_POP_2019.xlsx",26.3820084507147,3,"FE","DeepHole","8/20/2019","13:40","PML",0,2,140,"1","","FE_DeepHole_20190820_1340_PML_2_Limno.Sample.20160505",5.65328752515314
"P269",0.724,1,"Run3_POP_2019.xlsx",123.148913532867,3,"FE","DeepHole","8/20/2019","13:40","Hypo",8,8,140,"1","","FE_DeepHole_20190820_1340_Hypo_8_Limno.Sample.20160505",26.3890528999001
"P27",0.193,1,"Run6_POP_2019.xlsx",32.868362631123,15,"PA","DeepHole","5/22/2019","10:50","Hypo",7.5,7.5,140,"1","","PA_DeepHole_20190522_1050_Hypo_7.5_Limno.Sample.20160505",7.04322056381206
"P270",0.157,1,"Run5_POP_2019.xlsx",26.3863921302312,34,"PA","DeepHole","8/22/2019","8:34","PML",0,3,120,"1","","PA_DeepHole_20190822_834_PML_3_Limno.Sample.20160505",6.5965980325578
"P271",0.28,1,"Run3_POP_2019.xlsx",45.7074617578263,34,"PA","DeepHole","8/22/2019","8:34","Hypo",8,8,60,"1","","PA_DeepHole_20190822_834_Hypo_8_Limno.Sample.20160505",22.8537308789131
"P272",0.223,1,"Run3_POP_2019.xlsx",35.7656537596792,34,"PE","DeepHole","8/22/2019","9:46","PML",0,2.5,140,"1","","PE_DeepHole_20190822_946_PML_2.5_Limno.Sample.20160505",7.6640686627884
"P273",0.86,1,"Run5_POP_2019.xlsx",148.177585655237,34,"PE","DeepHole","8/22/2019","9:46","Hypo",4.6,11,120,"1","","PE_DeepHole_20190822_946_Hypo_11_Limno.Sample.20160505",37.0443964138093
"P274",0.2,1,"Run4_POP_2019.xlsx",34.499872191648,37,"AV","DeepHole","8/18/2019","11:50","Surface",0,0,140,"1","","AV_DeepHole_20190818_1150_Surface_0_fishScapesLimno.20190319",7.39282975535315
"P275",0.456,1,"Run3_POP_2019.xlsx",76.4049741731577,37,"BOT","DeepHole","8/20/2019","13:10","Surface",0,0,100,"1","","BOT_DeepHole_20190820_1310_Surface_0_fishScapesLimno.20190319",22.9214922519473
"P276",0.186,1,"Run3_POP_2019.xlsx",29.3121994450925,37,"HT","DeepHole","8/20/2019","13:35","Surface",0,0,140,"1","","HT_DeepHole_20190820_1335_Surface_0_fishScapesLimno.20190319",6.28118559537696
"P277",0.215,1,"Run5_POP_2019.xlsx",36.4345987083967,37,"ID","DeepHole","8/20/2019","14:35","Surface",0,0,140,"1","","ID_DeepHole_20190820_1435_Surface_0_fishScapesLimno.20190319",7.80741400894215
"P278",0.219,1,"Run6_POP_2019.xlsx",37.13293493998,37,"IV","DeepHole","8/19/2019","13:05","Surface",0,0,140,"1","","IV_DeepHole_20190819_1305_Surface_0_fishScapesLimno.20190319",7.95705748713857
"P279",0.216,1,"Run6_POP_2019.xlsx",36.6408689043427,37,"LE","DeepHole","8/19/2019","11:55","Surface",0,0,140,"1","","LE_DeepHole_20190819_1155_Surface_0_fishScapesLimno.20190319",7.85161476521628
"P28",0.195,1,"Run4_POP_2019.xlsx",33.6424767259525,15,"PE","DeepHole","5/22/2019","8:40","PML",0,1.5,140,"1","","PE_DeepHole_20190522_840_PML_1.5_Limno.Sample.20160505",7.20910215556125
"P280",0.364,1,"Run6_POP_2019.xlsx",60.916126662452,37,"LL","DeepHole","8/17/2019","17:05","Surface",0,0,140,"1","","LL_DeepHole_20190817_1705_Surface_0_fishScapesLimno.20190319",13.0534557133826
"P281",0.656,1,"Run6_POP_2019.xlsx",108.810554131154,37,"LT","DeepHole","8/20/2019","11:50","Surface",0,0,140,"1","","LT_DeepHole_20190820_1150_Surface_0_fishScapesLimno.20190319",23.3165473138188
"P282",0.344,1,"Run5_POP_2019.xlsx",58.7831960977648,37,"PK","DeepHole","8/20/2019","12:25","Surface",0,0,120,"1","","PK_DeepHole_20190820_1225_Surface_0_fishScapesLimno.20190319",14.6957990244412
"P283",0.317,1,"Run4_POP_2019.xlsx",54.5629260889232,37,"PN","DeepHole","8/18/2019","12:45","Surface",0,0,140,"1","","PN_DeepHole_20190818_1245_Surface_0_fishScapesLimno.20190319",11.6920555904835
"P284",0.342,1,"Run6_POP_2019.xlsx",57.3076424011114,37,"PT","DeepHole","8/19/2019","12:35","Surface",0,0,140,"1","","PT_DeepHole_20190819_1235_Surface_0_fishScapesLimno.20190319",12.2802090859524
"P285",0.201,1,"Run2_POP_2019.xlsx",29.9099272543821,37,"WB","DeepHole","8/19/2019","13:30","Surface",0,0,140,"1","","WB_DeepHole_20190819_1330_Surface_0_fishScapesLimno.20190319",6.40927012593902
"P286",0.238,1,"Run5_POP_2019.xlsx",40.4192323514624,37,"AQ","DeepHole","8/23/2019","13:30","Surface",0,0,140,"1","","AQ_DeepHole_20190823_1330_Surface_0_fishScapesLimno.20190319",8.66126407531336
"P287",0.18,1,"Run2_POP_2019.xlsx",27.0471040893966,37,"ER","DeepHole","8/23/2019","11:30","Surface",0,0,140,"1","","ER_DeepHole_20190823_1130_Surface_0_fishScapesLimno.20190319",5.79580801915641
"P288",0.854,1,"Run2_POP_2019.xlsx",118.93009519417,37,"LV","DeepHole","8/23/2019","10:30","Surface",0,0,120,"1","","LV_DeepHole_20190823_1030_Surface_0_fishScapesLimno.20190319",29.7325237985426
"P289",0.146,1,"Run4_POP_2019.xlsx",25.2400011621364,3,"FE","DeepHole","8/27/2019","11:07","PML",0,2,140,"1","","FE_DeepHole_20190827_1107_PML_2_Limno.Sample.20160505",5.40857167760066
"P29",0.586,1,"Run5_POP_2019.xlsx",100.708471820455,15,"PE","DeepHole","5/22/2019","8:40","Hypo",11,11,140,"1","","PE_DeepHole_20190522_840_Hypo_11_Limno.Sample.20160505",21.580386818669
"P290",0.409,1,"Run4_POP_2019.xlsx",70.3390026577207,3,"FE","DeepHole","8/27/2019","11:07","Hypo",8,8,140,"1","","FE_DeepHole_20190827_1107_Hypo_8_Limno.Sample.20160505",15.0726434266544
"P291",0.135,1,"Run5_POP_2019.xlsx",22.5750034281684,3,"WL","DeepHole","8/27/2019","10:00","PML",0,2.5,140,"1","","WL_DeepHole_20190827_1000_PML_2.5_Limno.Sample.20160505",4.83750073460752
"P292",0.589,1,"Run3_POP_2019.xlsx",99.6025261688343,3,"WL","DeepHole","8/27/2019","10:00","Hypo",8,8,140,"1","","WL_DeepHole_20190827_1000_Hypo_8_Limno.Sample.20160505",21.3433984647502
"P293",0.302,1,"Run6_POP_2019.xlsx",50.7467619259467,37,"WN","DeepHole","8/28/2019","13:30","Surface",0,0,120,"1","","WN_DeepHole_20190828_1330_Surface_0_fishScapesLimno.20190319",12.6866904814867
"P294",0.237,1,"Run4_POP_2019.xlsx",40.8445986377949,37,"DY","DeepHole","8/28/2019","13:45","Surface",0,0,120,"1","","DY_DeepHole_20190828_1345_Surface_0_fishScapesLimno.20190319",10.2111496594487
"P295",0.244,1,"Run4_POP_2019.xlsx",42.0449522897686,37,"UG","DeepHole","8/28/2019","14:00","Surface",0,0,140,"1","","UG_DeepHole_20190828_1400_Surface_0_fishScapesLimno.20190319",9.00963263352184
"P296",0.171,1,"Run4_POP_2019.xlsx",29.526978490614,37,"SE","DeepHole","8/28/2019","14:20","Surface",0,0,100,"1","","SE_DeepHole_20190828_1420_Surface_0_fishScapesLimno.20190319",8.8580935471842
"P297",0.216,1,"Run6_POP_2019.xlsx",36.6408689043427,37,"NH","DeepHole","8/28/2019","14:35","Surface",0,0,100,"1","","NH_DeepHole_20190828_1435_Surface_0_fishScapesLimno.20190319",10.9922606713028
"P298",0.124,1,"Run1_POP_2019.xlsx",21.2639131510593,34,"PA","DeepHole","8/29/2019","8:55","PML",0,3.5,140,"1","","PA_DeepHole_20190829_855_PML_3.5_Limno.Sample.20160505",4.55655281808414
"P299",0.405,1,"Run1_POP_2019.xlsx",63.5634654805639,34,"PA","DeepHole","8/29/2019","8:55","Hypo",7.5,7.5,60,"1","","PA_DeepHole_20190829_855_Hypo_7.5_Limno.Sample.20160505",31.7817327402819
"P3",0.08,1,"Run5_POP_2019.xlsx",13.0465316730115,3,"FE","Inlet1","5/8/2019","12:20","Surface",0,0,140,"1","","FE_Inlet1_20190508_1220_Surface_0_Limno.Sample.20160505",2.79568535850246
"P30",0.535,1,"Run4_POP_2019.xlsx",91.9453683932478,15,"MO","DeepHole","5/23/2019","9:52","PML",0,1.5,140,"1","","MO_DeepHole_20190523_952_PML_1.5_Limno.Sample.20160505",19.7025789414102
"P300",0.234,1,"Run1_POP_2019.xlsx",37.8224567675914,34,"PE","DeepHole","8/29/2019","11:10","PML",0,3,140,"1","","PE_DeepHole_20190829_1110_PML_3_Limno.Sample.20160505",8.10481216448386
"P301",0.702,1,"Run1_POP_2019.xlsx",108.2715332452,34,"PE","DeepHole","8/29/2019","11:10","Hypo",9,9,140,"1","","PE_DeepHole_20190829_1110_Hypo_9_Limno.Sample.20160505",23.2010428382572
"P302",0.26,1,"Run1_POP_2019.xlsx",41.7362943496807,37,"DS","DeepHole","8/30/2019","9:50","Surface",0,0,120,"1","","DS_DeepHole_20190830_950_Surface_0_fishScapesLimno.20190319",10.4340735874202
"P303",0.155,1,"Run6_POP_2019.xlsx",26.6355261797165,37,"SC","DeepHole","8/30/2019","10:30","Surface",0,0,140,"1","","SC_DeepHole_20190830_1030_Surface_0_fishScapesLimno.20190319",5.7076127527964
"P304",0.314,1,"Run2_POP_2019.xlsx",45.3146423802566,37,"MS","DeepHole","9/1/2019","13:15","Surface",0,0,120,"1","","MS_DeepHole_20190901_1315_Surface_0_fishScapesLimno.20190319",11.3286605950642
"P305",0.171,1,"Run3_POP_2019.xlsx",26.6959341824222,37,"SV","DeepHole","9/1/2019","12:45","Surface",0,0,140,"1","","SV_DeepHole_20190901_1245_Surface_0_fishScapesLimno.20190319",5.72055732480475
"P306",0.134,1,"Run5_POP_2019.xlsx",22.4017584871656,37,"SM","DeepHole","9/1/2019","13:45","Surface",0,0,140,"1","","SM_DeepHole_20190901_1345_Surface_0_fishScapesLimno.20190319",4.80037681867834
"P307",0.159,1,"Run5_POP_2019.xlsx",26.7328820122369,37,"BK","DeepHole","9/1/2019","12:15","Surface",0,0,120,"1","","BK_DeepHole_20190901_1215_Surface_0_fishScapesLimno.20190319",6.68322050305923
"P308",0.197,1,"Run5_POP_2019.xlsx",33.3161897703454,15,"CR","DeepHole","10/6/2019","8:45","PML",0,7,140,"1","","CR_DeepHole_20191006_845_PML_7_Limno.Sample.20160505",7.13918352221686
"P309",0.344,1,"Run6_POP_2019.xlsx",57.6356864248697,15,"CR","DeepHole","10/6/2019","8:45","Hypo",10,10,140,"1","","CR_DeepHole_20191006_845_Hypo_10_Limno.Sample.20160505",12.3505042339006
"P31",1.134,1,"Run5_POP_2019.xlsx",195.646699490019,15,"MO","DeepHole","5/23/2019","9:52","Hypo",6,6,140,"1","","MO_DeepHole_20190523_952_Hypo_6_Limno.Sample.20160505",41.9242927478612
"P310",0.206,1,"Run6_POP_2019.xlsx",35.0006487855515,15,"CR","Outlet","10/6/2019","8:45","Surface",0,0,140,"1","","CR_Outlet_20191006_845_Surface_0_Limno.Sample.20160505",7.50013902547532
"P311",0.166,1,"reruns_POP_2019_20210505.xlsx",26.6332402285159,3,"FE","DeepHole","10/6/2019","10:40","PML",0,4,140,"1","","FE_DeepHole_20191006_1040_PML_4_Limno.Sample.20160505",5.70712290611055
"P312",0.374,1,"Run6_POP_2019.xlsx",62.5563467812432,3,"FE","DeepHole","10/6/2019","10:40","Hypo",8,8,140,"1","","FE_DeepHole_20191006_1040_Hypo_8_Limno.Sample.20160505",13.4049314531235
"P313",0.104,1,"Run2_POP_2019.xlsx",16.6864107304013,3,"FE","Inlet1","10/6/2019","10:40","Surface",0,0,140,"1","","FE_Inlet1_20191006_1040_Surface_0_Limno.Sample.20160505",3.57565944222885
"P314",0.307,1,"Run1_POP_2019.xlsx",48.8113084403808,15,"HB","DeepHole","10/6/2019","10:47","PML",0,4,140,"1","","HB_DeepHole_20191006_1047_PML_4_Limno.Sample.20160505",10.4595660943673
"P315",0.378,1,"Run1_POP_2019.xlsx",59.4990956837788,15,"HB","DeepHole","10/6/2019","10:47","Hypo",8,8,140,"1","","HB_DeepHole_20191006_1047_Hypo_8_Limno.Sample.20160505",12.7498062179526
"P316",0.834,1,"reruns_POP_2019_20210505.xlsx",145.499471602169,15,"HB","Outlet","10/6/2019","10:47","Surface",0,0,140,"1","","HB_Outlet_20191006_1047_Surface_0_Limno.Sample.20160505",31.1784582004649
"P316",0.946,1,"Run2_POP_2019.xlsx",131.471987155059,15,"HB","Outlet","10/6/2019","10:47","Surface",0,0,140,"1","","HB_Outlet_20191006_1047_Surface_0_Limno.Sample.20160505",28.1725686760841
"P317",0.277,1,"Run3_POP_2019.xlsx",45.1842087052922,15,"ME","DeepHole","10/6/2019","12:00","PML",0,4,140,"1","","ME_DeepHole_20191006_1200_PML_4_Limno.Sample.20160505",9.68233043684834
"P318",0.191,1,"Run1_POP_2019.xlsx",31.3495715356743,15,"ME","DeepHole","10/6/2019","12:00","Hypo",4,4,140,"1","","ME_DeepHole_20191006_1200_Hypo_4_Limno.Sample.20160505",6.71776532907306
"P319",0.156,1,"Run1_POP_2019.xlsx",26.0809440213232,15,"ME","Outlet","10/6/2019","12:00","Surface",0,0,140,"1","","ME_Outlet_20191006_1200_Surface_0_Limno.Sample.20160505",5.58877371885497
"P32",0.362,1,"Run6_POP_2019.xlsx",60.5880826386938,15,"MO","Outlet","5/23/2019","9:52","Surface",0,0,140,"1","","MO_Outlet_20190523_952_Surface_0_Limno.Sample.20160505",12.9831605654344
"P320",0.38,1,"Run1_POP_2019.xlsx",59.8001601131703,15,"MO","DeepHole","10/6/2019","12:33","PML",0,4,140,"1","","MO_DeepHole_20191006_1233_PML_4_Limno.Sample.20160505",12.8143200242508
"P321",0.771,1,"Run1_POP_2019.xlsx",118.658256059207,15,"MO","DeepHole","10/6/2019","12:33","Hypo",6,6,140,"1","","MO_DeepHole_20191006_1233_Hypo_6_Limno.Sample.20160505",25.4267691555443
"P322",0.127,1,"Run1_POP_2019.xlsx",21.7155097951465,15,"MO","Inlet1","10/6/2019","12:33","Surface",0,0,140,"1","","MO_Inlet1_20191006_1233_Surface_0_Limno.Sample.20160505",4.6533235275314
"P323",0.173,1,"Run1_POP_2019.xlsx",28.6399916711509,3,"WL","DeepHole","10/6/2019","9:00","PML",0,4.5,140,"1","","WL_DeepHole_20191006_900_PML_4.5_Limno.Sample.20160505",6.13714107238947
"P324",0.461,1,"Run3_POP_2019.xlsx",77.2770625940478,3,"WL","DeepHole","10/6/2019","9:00","Hypo",8,8,140,"1","","WL_DeepHole_20191006_900_Hypo_8_Limno.Sample.20160505",16.5593705558674
"P325",0.252,1,"Run1_POP_2019.xlsx",40.5320366321148,15,"MO","Inlet3","10/6/2019","12:33","Surface",0,0,140,"1","","MO_Inlet3_20191006_1233_Surface_0_Limno.Sample.20160505",8.68543642116745
"P326",0.314,1,"Run1_POP_2019.xlsx",49.865033943251,15,"MO","Outlet","10/6/2019","12:33","Surface",0,0,140,"1","","MO_Outlet_20191006_1233_Surface_0_Limno.Sample.20160505",10.6853644164109
"P327",0.401,1,"Run1_POP_2019.xlsx",62.9613366217809,13,"PA","DeepHole","10/7/2019","10:00","PML",0,6,140,"1","","PA_DeepHole_20191007_1000_PML_6_Limno.Sample.20160505",13.4917149903816
"P328",0.337,1,"Run6_POP_2019.xlsx",56.4875323417158,13,"PA","DeepHole","10/7/2019","10:00","Hypo",9,9,90,"1","","PA_DeepHole_20191007_1000_Hypo_9_Limno.Sample.20160505",18.8291774472386
"P329",0.214,1,"Run4_POP_2019.xlsx",36.9005794955955,13,"PE","DeepHole","10/7/2019","11:00","PML",0,5,140,"1","","PE_DeepHole_20191007_1100_PML_5_Limno.Sample.20160505",7.90726703477046
"P33",0.16,1,"Run6_POP_2019.xlsx",27.4556362391121,15,"MO","Inlet1","5/23/2019","9:52","Surface",0,0,140,"1","","MO_Inlet1_20190523_952_Surface_0_Limno.Sample.20160505",5.88335062266688
"P330",0.944,1,"Run3_POP_2019.xlsx",161.520804052031,13,"PE","DeepHole","10/7/2019","11:00","Hypo",10,10,140,"1","","PE_DeepHole_20191007_1100_Hypo_10_Limno.Sample.20160505",34.6116008682924
"P331",0.293,1,"Run1_POP_2019.xlsx",46.7038574346404,15,"MO","Inlet2","10/6/2019","12:00","Surface",0,0,140,"1","","MO_Inlet2_20191006_1200_Surface_0_Limno.Sample.20160505",10.0079694502801
"P332",0.441,1,"reruns_POP_2019_20210505.xlsx",75.5676917670709,17,"ME","Outlet","7/3/2019","9:15","Surface",0,0,140,"1","","ME_Outlet_20190703_915_Surface_0_Limno.Sample.20160505",16.1930768072295
"P34",0.526,1,"Run4_POP_2019.xlsx",90.4020565549958,15,"MO","Inlet2","5/23/2019","9:52","Surface",0,0,140,"1","","MO_Inlet2_20190523_952_Surface_0_Limno.Sample.20160505",19.3718692617848
"P35",0.094,1,"Run6_POP_2019.xlsx",16.6301834550904,15,"MO","Inlet3","5/23/2019","9:52","Surface",0,0,140,"1","","MO_Inlet3_20190523_952_Surface_0_Limno.Sample.20160505",3.56361074037651
"P36",0.292,1,"Run5_POP_2019.xlsx",49.7744591656164,15,"ME","DeepHole","5/24/2019","8:40","PML",0,1.5,140,"1","","ME_DeepHole_20190524_840_PML_1.5_Limno.Sample.20160505",10.6659555354892
"P37",0.415,1,"Run1_POP_2019.xlsx",65.0687876275214,15,"ME","DeepHole","5/24/2019","8:40","Hypo",3.5,3.5,140,"1","","ME_DeepHole_20190524_840_Hypo_3.5_Limno.Sample.20160505",13.9433116344689
"P38",0.225,1,"reruns_POP_2019_20210505.xlsx",37.1319043767877,15,"ME","Outlet","5/24/2019","8:40","Surface",0,0,140,"1","","ME_Outlet_20190524_840_Surface_0_Limno.Sample.20160505",7.95683665216879
"P39",0.334,1,"Run2_POP_2019.xlsx",48.0411406326238,3,"FE","DeepHole","5/28/2019","10:58","PML",0,1.5,140,"1","","FE_DeepHole_20190528_1058_PML_1.5_Limno.Sample.20160505",10.2945301355622
"P4",0.329,1,"Run6_POP_2019.xlsx",55.1753562466829,3,"WL","DeepHole","5/8/2019","11:00","PML",0,1,140,"1","","WL_DeepHole_20190508_1100_PML_1_Limno.Sample.20160505",11.8232906242892
"P40",0.195,1,"Run2_POP_2019.xlsx",29.091977778672,3,"FE","DeepHole","5/28/2019","10:58","Hypo",8,8,140,"1","","FE_DeepHole_20190528_1058_Hypo_8_Limno.Sample.20160505",6.23399523828685
"P41",0.069,1,"Run5_POP_2019.xlsx",11.1408373219801,3,"FE","Inlet1","5/28/2019","10:58","Surface",0,0,140,"1","","FE_Inlet1_20190528_1058_Surface_0_Limno.Sample.20160505",2.38732228328145
"P42",0.144,1,"Run6_POP_2019.xlsx",24.8312840490462,3,"WL","DeepHole","5/28/2019","9:15","PML",0,2,140,"1","","WL_DeepHole_20190528_915_PML_2_Limno.Sample.20160505",5.32098943908133
"P43",0.571,1,"Run6_POP_2019.xlsx",94.8686831214292,3,"WL","DeepHole","5/28/2019","9:15","Hypo",8,8,140,"1","","WL_DeepHole_20190528_915_Hypo_8_Limno.Sample.20160505",20.3290035260205
"P44",0.138,1,"Run6_POP_2019.xlsx",23.8471519777715,15,"PA","DeepHole","5/29/2019","8:38","PML",0,1.5,140,"1","","PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505",5.11010399523675
"P45",0.491,1,"Run6_POP_2019.xlsx",81.7469221710999,15,"PA","DeepHole","5/29/2019","8:38","Hypo",6.5,6.5,140,"1","","PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505",17.5171976080928
